Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Type
3981	Spectrogram 1	1	12164.006064681	12166.042587358	0.000	8000.000	F
3982	Spectrogram 1	1	12168.542708693	12169.536134390	0.000	8000.000	C
3983	Spectrogram 1	1	12170.641057403	12171.367317754	0.000	8000.000	E
3984	Spectrogram 1	1	12172.774447183	12173.394794566	0.000	8000.000	E
3985	Spectrogram 1	1	12174.438793820	12175.104532474	0.000	8000.000	E
3986	Spectrogram 1	1	12175.876184097	12176.572183599	0.000	8000.000	E
3987	Spectrogram 1	1	12178.145747692	12180.006789841	0.000	8000.000	F
3988	Spectrogram 1	1	12182.382266404	12183.543436705	0.000	8000.000	C
3989	Spectrogram 1	1	12184.757742967	12185.347829502	0.000	8000.000	E
3990	Spectrogram 1	1	12186.618785115	12187.390436738	0.000	8000.000	E
3991	Spectrogram 1	1	12188.419305568	12189.206087614	0.000	8000.000	E
3992	Spectrogram 1	1	12190.098782629	12190.658608315	0.000	8000.000	E
3993	Spectrogram 1	1	12192.307824528	12194.274779644	0.000	8000.000	F
3994	Spectrogram 1	1	12196.650256208	12198.362038112	0.000	8000.000	C
3995	Spectrogram 1	1	12199.040861051	12199.721730130	0.000	8000.000	E
3996	Spectrogram 1	1	12200.992685743	12201.779467790	0.000	8000.000	E
3997	Spectrogram 1	1	12202.823467044	12203.564857818	0.000	8000.000	E
3998	Spectrogram 1	1	12204.321379017	12204.926595976	0.000	8000.000	E
3999	Spectrogram 1	1	12205.773899718	12206.439638373	0.000	8000.000	E
4000	Spectrogram 1	1	12208.255289249	12210.267635637	0.000	8000.000	F
4001	Spectrogram 1	1	12212.340503721	12213.743579307	0.000	8000.000	C
4002	Spectrogram 1	1	12214.761371556	12215.336327667	0.000	8000.000	E
4003	Spectrogram 1	1	12216.713196248	12217.378934903	0.000	8000.000	E
4004	Spectrogram 1	1	12218.483455853	12219.209716203	0.000	8000.000	E
4005	Spectrogram 1	1	12220.072150370	12220.874062840	0.000	8000.000	E
4006	Spectrogram 1	1	12221.509540647	12222.235800997	0.000	8000.000	E
4007	Spectrogram 1	1	12223.809362947	12226.177959044	0.000	8000.000	F
4008	Spectrogram 1	1	12228.151794626	12229.605277696	0.000	8000.000	C
4009	Spectrogram 1	1	12230.587792885	12231.071966452	0.000	8000.000	E
4010	Spectrogram 1	1	12231.994922314	12232.403443762	0.000	8000.000	E
4011	Spectrogram 1	1	12233.281008352	12233.704660223	0.000	8000.000	E
4012	Spectrogram 1	1	12234.642746509	12235.081528804	0.000	8000.000	E
4013	Spectrogram 1	1	12237.006299132	12239.407077897	0.000	8000.000	F
4014	Spectrogram 1	1	12243.584827075	12244.901173961	0.000	8000.000	H
4015	Spectrogram 1	1	12245.521521344	12248.305519354	0.000	8000.000	H
4016	Spectrogram 1	1	12250.120769220	12252.389091226	0.000	8000.000	F
4017	Spectrogram 1	1	12256.854206754	12258.609335934	0.000	8000.000	H
4018	Spectrogram 1	1	12259.244813741	12260.682204018	0.000	8000.000	H
4019	Spectrogram 1	1	12262.558376590	12264.467038702	0.000	8000.000	F
4020	Spectrogram 1	1	12268.175827968	12269.215763137	0.000	8000.000	G
4021	Spectrogram 1	1	12269.321676105	12272.483934715	0.000	8000.000	H
4022	Spectrogram 1	1	12274.526541951	12276.690192578	0.000	8000.000	F
4023	Spectrogram 1	1	12279.580101413	12281.168795930	0.000	8000.000	G
4024	Spectrogram 1	1	12281.471404409	12285.344792946	0.000	8000.000	H
4025	Spectrogram 1	1	12291.343766986	12292.002179492	0.000	8000.000	M
4026	Spectrogram 1	1	12293.742178249	12294.180960544	0.000	8000.000	?
4027	Spectrogram 1	1	12295.391394462	12295.905828877	0.000	8000.000	?
4028	Spectrogram 1	1	12297.358349578	12298.069479504	0.000	8000.000	?
4029	Spectrogram 1	1	12300.079880392	12301.322520658	0.000	8000.000	?
4030	Spectrogram 1	1	12305.241298323	12305.876776129	0.000	8000.000	M
4031	Spectrogram 1	1	12307.525992342	12308.131209301	0.000	8000.000	?
4032	Spectrogram 1	1	12309.341643218	12309.992251449	0.000	8000.000	?
4033	Spectrogram 1	1	12310.763903072	12311.429641726	0.000	8000.000	?
4034	Spectrogram 1	1	12311.959206565	12312.640075644	0.000	8000.000	?
4035	Spectrogram 1	1	12313.184770907	12313.759727018	0.000	8000.000	?
4036	Spectrogram 1	1	12315.242508567	12317.678506826	0.000	8000.000	F
4037	Spectrogram 1	1	12321.188765187	12322.066329777	0.000	8000.000	M
4038	Spectrogram 1	1	12329.858495978	12332.203711694	0.000	8000.000	F
4039	Spectrogram 1	1	12335.608057087	12336.757969309	0.000	8000.000	M
4040	Spectrogram 1	1	12337.469099235	12340.253097246	0.000	8000.000	?
4041	Spectrogram 1	1	12342.306485487	12345.594136907	0.000	8000.000	F
4042	Spectrogram 1	1	12345.866484539	12346.789440401	0.000	8000.000	?
4043	Spectrogram 1	1	12347.924222198	12349.543177563	0.000	8000.000	?
4044	Spectrogram 1	1	12349.649090531	12351.616045647	0.000	8000.000	?
4045	Spectrogram 1	1	12355.262475680	12358.591168954	0.000	8000.000	F
4046	Spectrogram 1	1	12360.512732798	12361.223862724	0.000	8000.000	?
4047	Spectrogram 1	1	12363.463165472	12364.643338542	0.000	8000.000	M
4048	Spectrogram 1	1	12365.672207372	12366.489250266	0.000	8000.000	M
4049	Spectrogram 1	1	12367.760205880	12368.637770470	0.000	8000.000	M
4050	Spectrogram 1	1	12371.421768480	12374.614287938	0.000	8000.000	F
4051	Spectrogram 1	1	12377.534459764	12378.895920299	0.000	8000.000	M
4052	Spectrogram 1	1	12380.121762263	12380.953935581	0.000	8000.000	M
4053	Spectrogram 1	1	12381.836024817	12382.647322468	0.000	8000.000	M
4054	Spectrogram 1	1	12383.783322720	12384.524713495	0.000	8000.000	M
4055	Spectrogram 1	1	12391.984012512	12393.315489821	0.000	8000.000	M
4056	Spectrogram 1	1	12394.404880347	12395.327836209	0.000	8000.000	M
4057	Spectrogram 1	1	12396.114618256	12397.113226238	0.000	8000.000	M
4058	Spectrogram 1	1	12397.657921501	12398.550616515	0.000	8000.000	M
4059	Spectrogram 1	1	12400.487310783	12402.454265899	0.000	8000.000	F
4060	Spectrogram 1	1	12405.540870246	12406.811825859	0.000	8000.000	M
4061	Spectrogram 1	1	12408.077069220	12408.824172247	0.000	8000.000	M
4062	Spectrogram 1	1	12409.429389206	12410.262605752	0.000	8000.000	M
4063	Spectrogram 1	1	12411.305702733	12412.166671669	0.000	8000.000	M
4064	Spectrogram 1	1	12414.301385724	12415.587471762	0.000	8000.000	F
4065	Spectrogram 1	1	12419.112860547	12420.671294216	0.000	8000.000	G2
4066	Spectrogram 1	1	12422.729031876	12424.469030632	0.000	8000.000	G2
4067	Spectrogram 1	1	12425.845899213	12426.360333628	0.000	8000.000	I
4068	Spectrogram 1	1	12427.812854329	12428.251636625	0.000	8000.000	I
4069	Spectrogram 1	1	12429.885722413	12430.415287252	0.000	8000.000	?
4070	Spectrogram 1	1	12438.328496845	12440.174408569	0.000	8000.000	G2
4071	Spectrogram 1	1	12441.626929270	12441.944668174	0.000	8000.000	I2
4072	Spectrogram 1	1	12442.277537501	12442.686058948	0.000	8000.000	I2
4073	Spectrogram 1	1	12443.987275410	12444.380666433	0.000	8000.000	I2
4074	Spectrogram 1	1	12444.849709576	12445.227970175	0.000	8000.000	I2
4075	Spectrogram 1	1	12446.075273918	12446.468664941	0.000	8000.000	I2
4076	Spectrogram 1	1	12446.877186388	12447.240316563	0.000	8000.000	I2
4077	Spectrogram 1	1	12447.830403098	12448.117881154	0.000	8000.000	I2
4078	Spectrogram 1	1	12448.496141753	12448.919793624	0.000	8000.000	I2
4079	Spectrogram 1	1	12449.116489136	12449.585532279	0.000	8000.000	I2
4080	Spectrogram 1	1	12451.255346535	12452.745485080	0.000	8000.000	G2
4081	Spectrogram 1	1	12454.952591334	12456.558629542	0.000	8000.000	G2
4082	Spectrogram 1	1	12457.650048255	12458.179613094	0.000	8000.000	I2
4083	Spectrogram 1	1	12459.541349107	12459.934740131	0.000	8000.000	I2
4084	Spectrogram 1	1	12460.222218186	12460.661000481	0.000	8000.000	I2
4085	Spectrogram 1	1	12461.508304224	12461.931956095	0.000	8000.000	I2
4086	Spectrogram 1	1	12462.627955597	12462.945694501	0.000	8000.000	I2
4087	Spectrogram 1	1	12463.248302980	12463.717346123	0.000	8000.000	I2
4088	Spectrogram 1	1	12463.989693755	12464.458736898	0.000	8000.000	I2
4089	Spectrogram 1	1	12464.625171561	12465.139605976	0.000	8000.000	I2
4090	Spectrogram 1	1	12465.321171064	12465.790214207	0.000	8000.000	I2
4091	Spectrogram 1	1	12465.986909719	12466.440822438	0.000	8000.000	I2
4092	Spectrogram 1	1	12468.115481807	12469.440049402	0.000	8000.000	G2
4093	Spectrogram 1	1	12471.708368549	12473.082607429	0.000	8000.000	G2
4094	Spectrogram 1	1	12474.384295022	12474.792816469	0.000	8000.000	I2
4095	Spectrogram 1	1	12476.230206746	12476.578206498	0.000	8000.000	I2
4096	Spectrogram 1	1	12477.168293033	12477.576814480	0.000	8000.000	I2
4097	Spectrogram 1	1	12477.879422959	12478.303074830	0.000	8000.000	I2
4098	Spectrogram 1	1	12478.560292038	12478.878030941	0.000	8000.000	I2
4099	Spectrogram 1	1	12479.498378324	12479.937160619	0.000	8000.000	I2
4100	Spectrogram 1	1	12480.300290794	12480.754203513	0.000	8000.000	I2
4101	Spectrogram 1	1	12481.071942417	12481.419942168	0.000	8000.000	I2
4102	Spectrogram 1	1	12481.798202767	12482.221854638	0.000	8000.000	I2
4103	Spectrogram 1	1	12482.569854390	12483.417158132	0.000	8000.000	I2
4104	Spectrogram 1	1	12484.430896538	12485.157156889	0.000	8000.000	I2
4105	Spectrogram 1	1	12487.260283677	12487.926022332	0.000	8000.000	I2
4106	Spectrogram 1	1	12489.817325328	12490.407411863	0.000	8000.000	I2
4107	Spectrogram 1	1	12490.891585430	12492.994714362	0.000	8000.000	P
4108	Spectrogram 1	1	12497.624624096	12501.255925849	0.000	8000.000	P
4109	Spectrogram 1	1	12502.390707647	12503.116967998	0.000	8000.000	I3
4110	Spectrogram 1	1	12505.189836081	12506.188444063	0.000	8000.000	I3
4111	Spectrogram 1	1	12507.988964516	12508.828147801	0.000	8000.000	I3
4112	Spectrogram 1	1	12510.455223623	12511.211744821	0.000	8000.000	I3
4113	Spectrogram 1	1	12511.922867526	12513.556953315	0.000	8000.000	P
4114	Spectrogram 1	1	12514.283213665	12520.244600710	0.000	8000.000	P
4115	Spectrogram 1	1	12521.485295475	12522.650338121	0.000	8000.000	I3
4116	Spectrogram 1	1	12524.390336877	12525.494857827	0.000	8000.000	I3
4117	Spectrogram 1	1	12527.234856584	12528.339377534	0.000	8000.000	I3
4118	Spectrogram 1	1	12530.079376290	12531.168766816	0.000	8000.000	I3
4119	Spectrogram 1	1	12532.696939637	12533.846851859	0.000	8000.000	I3
4120	Spectrogram 1	1	12535.344763832	12536.343371814	0.000	8000.000	I3
4121	Spectrogram 1	1	12537.372238500	12543.303364696	0.000	8000.000	I4
4122	Spectrogram 1	1	12545.255258794	12546.331469965	0.000	8000.000	A
4123	Spectrogram 1	1	12549.204230045	12550.536972078	0.000	8000.000	Bm
4124	Spectrogram 1	1	12552.490709281	12553.592052996	0.000	8000.000	Bm
4125	Spectrogram 1	1	12555.468225568	12556.915864741	0.000	8000.000	Bm
4126	Spectrogram 1	1	12558.968944513	12560.210726633	0.000	8000.000	A
4127	Spectrogram 1	1	12563.169609225	12564.501086535	0.000	8000.000	Bm
4128	Spectrogram 1	1	12566.619345891	12568.307146057	0.000	8000.000	Bm
4129	Spectrogram 1	1	12569.887517468	12571.386765715	0.000	8000.000	A
4130	Spectrogram 1	1	12572.928732686	12573.942471092	0.000	8000.000	A
4131	Spectrogram 1	1	12576.075860872	12577.725077085	0.000	8000.000	C1
4132	Spectrogram 1	1	12580.176205768	12581.553074349	0.000	8000.000	Bm
4133	Spectrogram 1	1	12583.504899041	12584.503507023	0.000	8000.000	A
4134	Spectrogram 1	1	12586.152723236	12587.121070370	0.000	8000.000	A
4135	Spectrogram 1	1	12589.520875314	12591.441498326	0.000	8000.000	C
4136	Spectrogram 1	1	12593.460715870	12594.988888691	0.000	8000.000	Bm
4137	Spectrogram 1	1	12596.789409143	12597.849094066	0.000	8000.000	A
4138	Spectrogram 1	1	12599.058972739	12600.314797928	0.000	8000.000	A
4139	Spectrogram 1	1	12602.501637743	12604.306361091	0.000	8000.000	C
4140	Spectrogram 1	1	12606.185402429	12607.619337849	0.000	8000.000	Bm
4141	Spectrogram 1	1	12609.317400190	12610.588355804	0.000	8000.000	A
4142	Spectrogram 1	1	12611.934963537	12613.069745335	0.000	8000.000	A
4143	Spectrogram 1	1	12615.172872123	12617.123110342	0.000	8000.000	C
4144	Spectrogram 1	1	12618.773913028	12620.241564153	0.000	8000.000	Bm
4145	Spectrogram 1	1	12621.966432486	12623.022408064	0.000	8000.000	A
4146	Spectrogram 1	1	12624.181404710	12625.390072640	0.000	8000.000	A
4147	Spectrogram 1	1	12627.670602322	12629.231318665	0.000	8000.000	C
4148	Spectrogram 1	1	12630.787469660	12632.572859689	0.000	8000.000	Bm
4149	Spectrogram 1	1	12634.976630608	12636.615783006	0.000	8000.000	A
4150	Spectrogram 1	1	12639.169724540	12640.616800756	0.000	8000.000	C
4151	Spectrogram 1	1	12641.287981752	12644.026588490	0.000	8000.000	I4
4152	Spectrogram 1	1	12646.689543109	12648.550585258	0.000	8000.000	D
4153	Spectrogram 1	1	12650.971453093	12652.741712697	0.000	8000.000	C
4154	Spectrogram 1	1	12653.815972799	12654.572493998	0.000	8000.000	Bm
4155	Spectrogram 1	1	12656.025014699	12656.418405722	0.000	8000.000	Bm
4156	Spectrogram 1	1	12658.324839142	12660.458228922	0.000	8000.000	D
4157	Spectrogram 1	1	12662.410053614	12664.089530675	0.000	8000.000	C
4158	Spectrogram 1	1	12665.385657391	12666.056485791	0.000	8000.000	Bm
4159	Spectrogram 1	1	12666.797874422	12667.403091381	0.000	8000.000	Bm
4160	Spectrogram 1	1	12669.491089888	12671.876038606	0.000	8000.000	D
4161	Spectrogram 1	1	12673.636826056	12675.435814017	0.000	8000.000	C
4162	Spectrogram 1	1	12676.284650251	12677.283258233	0.000	8000.000	Bm
4163	Spectrogram 1	1	12678.251605367	12678.811431054	0.000	8000.000	Bm
4164	Spectrogram 1	1	12680.931456397	12683.653166724	0.000	8000.000	D
4165	Spectrogram 1	1	12685.269415270	12686.941681858	0.000	8000.000	C
4166	Spectrogram 1	1	12688.056120100	12689.084988930	0.000	8000.000	Bm
4167	Spectrogram 1	1	12691.838723949	12694.197173001	0.000	8000.000	D
4168	Spectrogram 1	1	12695.651590789	12697.326463944	0.000	8000.000	C
4169	Spectrogram 1	1	12698.556632191	12699.192109998	0.000	8000.000	E
4170	Spectrogram 1	1	12700.493326459	12701.416282322	0.000	8000.000	E
4171	Spectrogram 1	1	12701.991238432	12703.458889558	0.000	8000.000	E
4172	Spectrogram 1	1	12705.077844922	12707.438191062	0.000	8000.000	F
4173	Spectrogram 1	1	12709.299233210	12710.681507717	0.000	8000.000	C
4174	Spectrogram 1	1	12711.886535709	12712.688448179	0.000	8000.000	E
4175	Spectrogram 1	1	12713.762708281	12714.806707535	0.000	8000.000	E
4176	Spectrogram 1	1	12715.487576614	12716.713140955	0.000	8000.000	E
4177	Spectrogram 1	1	12717.439401306	12718.559052680	0.000	8000.000	E
4178	Spectrogram 1	1	12720.132614629	12722.519830596	0.000	8000.000	F
4179	Spectrogram 1	1	12725.851914890	12726.895914144	0.000	8000.000	?
4180	Spectrogram 1	1	12727.516261526	12729.225999435	0.000	8000.000	H
4181	Spectrogram 1	1	12731.329128367	12733.096095061	0.000	8000.000	F
4182	Spectrogram 1	1	12738.334514665	12739.711383246	0.000	8000.000	H
4183	Spectrogram 1	1	12740.074513421	12742.101990233	0.000	8000.000	H
4184	Spectrogram 1	1	12743.615032630	12746.010444028	0.000	8000.000	F
4185	Spectrogram 1	1	12748.792035977	12750.613316420	0.000	8000.000	G
4186	Spectrogram 1	1	12750.845115749	12753.359023524	0.000	8000.000	H
4187	Spectrogram 1	1	12755.386500336	12757.385168249	0.000	8000.000	F
4188	Spectrogram 1	1	12760.334148974	12762.482669178	0.000	8000.000	G2
4189	Spectrogram 1	1	12763.390494616	12766.976405097	0.000	8000.000	G2
4190	Spectrogram 1	1	12768.428925798	12768.897968941	0.000	8000.000	I
4191	Spectrogram 1	1	12770.668228545	12771.212923808	0.000	8000.000	I
4192	Spectrogram 1	1	12772.347703462	12775.131701473	0.000	8000.000	G2
4193	Spectrogram 1	1	12776.266483271	12778.763003226	0.000	8000.000	G2
4194	Spectrogram 1	1	12780.245784775	12780.775349614	0.000	8000.000	I2
4195	Spectrogram 1	1	12782.454826674	12782.969261089	0.000	8000.000	I2
4196	Spectrogram 1	1	12784.467173062	12785.072390021	0.000	8000.000	I2
4197	Spectrogram 1	1	12786.524910722	12788.506996262	0.000	8000.000	G2
4198	Spectrogram 1	1	12790.020038659	12792.561949886	0.000	8000.000	G2
4199	Spectrogram 1	1	12793.863166348	12794.332209491	0.000	8000.000	I2
4200	Spectrogram 1	1	12796.087338671	12796.737946902	0.000	8000.000	I2
4201	Spectrogram 1	1	12798.114813340	12798.735160723	0.000	8000.000	I2
4202	Spectrogram 1	1	12800.338985663	12801.953740276	0.000	8000.000	G2
4203	Spectrogram 1	1	12803.666722682	12805.785938293	0.000	8000.000	G2
4204	Spectrogram 1	1	12807.374632809	12807.752893409	0.000	8000.000	I2
4205	Spectrogram 1	1	12808.176545280	12808.615327575	0.000	8000.000	I2
4206	Spectrogram 1	1	12809.871152764	12810.446108875	0.000	8000.000	I2
4207	Spectrogram 1	1	12810.506630571	12810.990804138	0.000	8000.000	I2
4208	Spectrogram 1	1	12811.989412120	12812.428194415	0.000	8000.000	I2
4209	Spectrogram 1	1	12812.700542047	12813.139324342	0.000	8000.000	I2
4210	Spectrogram 1	1	12813.396541550	12813.910975964	0.000	8000.000	I2
4211	Spectrogram 1	1	12814.062280204	12814.546453771	0.000	8000.000	I2
4212	Spectrogram 1	1	12814.697758011	12815.181931578	0.000	8000.000	I2
4213	Spectrogram 1	1	12816.694973975	12818.137623656	0.000	8000.000	G2
4214	Spectrogram 1	1	12819.907806143	12821.712529491	0.000	8000.000	G2
4215	Spectrogram 1	1	12823.231314986	12823.715488553	0.000	8000.000	I2
4216	Spectrogram 1	1	12823.927314489	12824.456879328	0.000	8000.000	I2
4217	Spectrogram 1	1	12825.304183070	12825.879139181	0.000	8000.000	I2
4218	Spectrogram 1	1	12826.015312997	12826.378443172	0.000	8000.000	I2
4219	Spectrogram 1	1	12826.514616988	12827.044181827	0.000	8000.000	I2
4220	Spectrogram 1	1	12827.982268113	12828.451311256	0.000	8000.000	I2
4221	Spectrogram 1	1	12828.617745920	12829.162441183	0.000	8000.000	I2
4222	Spectrogram 1	1	12829.313745422	12829.888701533	0.000	8000.000	I2
4223	Spectrogram 1	1	12829.934092805	12830.342614252	0.000	8000.000	I2
4224	Spectrogram 1	1	12831.734613258	12833.021025332	0.000	8000.000	G2
4225	Spectrogram 1	1	12835.456697554	12836.746371692	0.000	8000.000	G2
4226	Spectrogram 1	1	12838.543304044	12838.876173371	0.000	8000.000	I2
4227	Spectrogram 1	1	12840.570780856	12840.964171879	0.000	8000.000	I2
4228	Spectrogram 1	1	12841.297041207	12841.720693078	0.000	8000.000	I2
4229	Spectrogram 1	1	12841.917388589	12842.492344700	0.000	8000.000	I2
4230	Spectrogram 1	1	12842.673909788	12843.173213779	0.000	8000.000	I2
4231	Spectrogram 1	1	12843.521213530	12843.944865401	0.000	8000.000	I2
4232	Spectrogram 1	1	12844.262604305	12844.777038720	0.000	8000.000	I2
4233	Spectrogram 1	1	12844.958603807	12845.291473135	0.000	8000.000	I2
4234	Spectrogram 1	1	12846.638080868	12847.152515283	0.000	8000.000	I2
4235	Spectrogram 1	1	12849.134600823	12849.724687358	0.000	8000.000	I2
4236	Spectrogram 1	1	12851.464683971	12852.009379234	0.000	8000.000	I2
4237	Spectrogram 1	1	12852.387639833	12854.309203677	0.000	8000.000	P
4238	Spectrogram 1	1	12854.838768516	12857.320158047	0.000	8000.000	P
4239	Spectrogram 1	1	12857.940505430	12861.829024390	0.000	8000.000	P
4240	Spectrogram 1	1	12862.782241101	12863.659805691	0.000	8000.000	I3
4241	Spectrogram 1	1	12865.793195471	12866.761542605	0.000	8000.000	I3
4242	Spectrogram 1	1	12869.121888744	12869.984322910	0.000	8000.000	I3
4243	Spectrogram 1	1	12871.951278026	12872.934755584	0.000	8000.000	I3
4244	Spectrogram 1	1	12874.599100078	12875.809533995	0.000	8000.000	I3
4245	Spectrogram 1	1	12877.171272152	12878.427097342	0.000	8000.000	I3
4246	Spectrogram 1	1	12879.395444476	12886.763960949	0.000	8000.000	I4
4247	Spectrogram 1	1	12888.201351227	12889.437627168	0.000	8000.000	I3
4248	Spectrogram 1	1	12890.455784398	12894.828476925	0.000	8000.000	I4
4249	Spectrogram 1	1	12897.335361997	12898.461244452	0.000	8000.000	Bm
4250	Spectrogram 1	1	12907.782888901	12909.293160097	0.000	8000.000	B
4251	Spectrogram 1	1	12911.475121072	12913.263287325	0.000	8000.000	Bm
4252	Spectrogram 1	1	12915.448823856	12916.674048882	0.000	8000.000	Bm
4253	Spectrogram 1	1	12919.370022461	12920.565325955	0.000	8000.000	A
4254	Spectrogram 1	1	12922.048107504	12923.107237182	0.000	8000.000	A
4255	Spectrogram 1	1	12925.164974842	12926.950364870	0.000	8000.000	C1
4256	Spectrogram 1	1	12933.184097402	12934.250406706	0.000	8000.000	A
4257	Spectrogram 1	1	12937.051580893	12938.905975526	0.000	8000.000	Bm
4258	Spectrogram 1	1	12940.340787940	12943.094525103	0.000	8000.000	C1
4259	Spectrogram 1	1	12944.714490705	12946.392957528	0.000	8000.000	Bm
4260	Spectrogram 1	1	12947.981652045	12949.648504996	0.000	8000.000	A
4261	Spectrogram 1	1	12950.735389208	12952.142518637	0.000	8000.000	A
4262	Spectrogram 1	1	12954.442340937	12956.651382836	0.000	8000.000	C
4263	Spectrogram 1	1	12958.088773113	12959.904423990	0.000	8000.000	Bm
4264	Spectrogram 1	1	12961.477988083	12962.357688823	0.000	8000.000	Bm
4265	Spectrogram 1	1	12965.608593827	12970.979894336	0.000	8000.000	Bm
4266	Spectrogram 1	1	12972.568588853	12973.915196586	0.000	8000.000	A
4267	Spectrogram 1	1	12975.125630504	12976.199890606	0.000	8000.000	A
4268	Spectrogram 1	1	12978.692708928	12980.784406925	0.000	8000.000	C
4269	Spectrogram 1	1	12981.828406179	12983.235535608	0.000	8000.000	Bm
4270	Spectrogram 1	1	12987.567311814	12988.743009933	0.000	8000.000	?
4271	Spectrogram 1	1	12991.184190478	12992.972356731	0.000	8000.000	C
4272	Spectrogram 1	1	12993.841962811	12994.492571042	0.000	8000.000	Bm
4273	Spectrogram 1	1	12995.037266305	12996.020743863	0.000	8000.000	Bm
4274	Spectrogram 1	1	12998.229785762	12999.992564984	0.000	8000.000	D
4275	Spectrogram 1	1	13000.696044869	13001.528218188	0.000	8000.000	?
4276	Spectrogram 1	1	13002.133435147	13004.009607719	0.000	8000.000	C
4277	Spectrogram 1	1	13004.448390014	13005.189780789	0.000	8000.000	Bm
4278	Spectrogram 1	1	13005.961430267	13006.714745527	0.000	8000.000	Bm
4279	Spectrogram 1	1	13007.323168425	13007.973776655	0.000	8000.000	Bm
4280	Spectrogram 1	1	13009.577601596	13011.350113027	0.000	8000.000	D
4281	Spectrogram 1	1	13013.390468437	13014.901158754	0.000	8000.000	C
4282	Spectrogram 1	1	13015.584379912	13017.037024001	0.000	8000.000	C
4283	Spectrogram 1	1	13017.611856724	13018.792076064	0.000	8000.000	C
4284	Spectrogram 1	1	13019.366985905	13020.447785558	0.000	8000.000	C
4285	Spectrogram 1	1	13022.483853243	13024.438045437	0.000	8000.000	D
4286	Spectrogram 1	1	13026.266459235	13027.726807347	0.000	8000.000	C
4287	Spectrogram 1	1	13028.687327070	13029.852369716	0.000	8000.000	C
4288	Spectrogram 1	1	13030.412195403	13031.551496277	0.000	8000.000	C
4289	Spectrogram 1	1	13032.152192016	13033.241582542	0.000	8000.000	C
4290	Spectrogram 1	1	13034.694103243	13037.197465650	0.000	8000.000	F
4291	Spectrogram 1	1	13041.502794029	13043.348705754	0.000	8000.000	H
4292	Spectrogram 1	1	13043.545401265	13045.273570220	0.000	8000.000	H
4293	Spectrogram 1	1	13047.191833442	13049.204179830	0.000	8000.000	D
4294	Spectrogram 1	1	13053.818959141	13055.785914257	0.000	8000.000	H
4295	Spectrogram 1	1	13056.133914008	13057.132521990	0.000	8000.000	H
4296	Spectrogram 1	1	13059.054083691	13061.058826309	0.000	8000.000	F
4297	Spectrogram 1	1	13065.893035326	13067.449864954	0.000	8000.000	H
4298	Spectrogram 1	1	13067.996164257	13069.436716346	0.000	8000.000	H
4299	Spectrogram 1	1	13071.158422867	13073.670073246	0.000	8000.000	D
4300	Spectrogram 1	1	13078.209200437	13079.691981986	0.000	8000.000	H
4301	Spectrogram 1	1	13080.100503433	13081.159633111	0.000	8000.000	H
4302	Spectrogram 1	1	13082.869368876	13086.167801302	0.000	8000.000	D
4303	Spectrogram 1	1	13088.679451681	13089.738581359	0.000	8000.000	E1
4304	Spectrogram 1	1	13090.616145949	13091.720666899	0.000	8000.000	E
4305	Spectrogram 1	1	13092.900839968	13093.657361167	0.000	8000.000	E
4306	Spectrogram 1	1	13095.942980595	13098.757686734	0.000	8000.000	F
4307	Spectrogram 1	1	13101.676485871	13103.083615300	0.000	8000.000	E1
4308	Spectrogram 1	1	13103.991440738	13104.853874905	0.000	8000.000	E
4309	Spectrogram 1	1	13105.761700343	13106.548482389	0.000	8000.000	E
4310	Spectrogram 1	1	13107.229351468	13107.955611819	0.000	8000.000	E
4311	Spectrogram 1	1	13110.255434118	13112.978910433	0.000	8000.000	F
4312	Spectrogram 1	1	13116.004995227	13117.115860649	0.000	8000.000	E1
4313	Spectrogram 1	1	13118.259428399	13119.167253837	0.000	8000.000	E
4314	Spectrogram 1	1	13119.878383763	13120.650035386	0.000	8000.000	E
4315	Spectrogram 1	1	13121.134208953	13121.966382271	0.000	8000.000	E
4316	Spectrogram 1	1	13123.736641876	13126.967332136	0.000	8000.000	F
4317	Spectrogram 1	1	13130.030898247	13131.029506229	0.000	8000.000	E1
4318	Spectrogram 1	1	13132.058375059	13132.845157106	0.000	8000.000	E
4319	Spectrogram 1	1	13133.904286784	13134.615416710	0.000	8000.000	E
4320	Spectrogram 1	1	13135.296285789	13136.022546139	0.000	8000.000	E
4321	Spectrogram 1	1	13137.898716568	13140.593821268	0.000	8000.000	F
4322	Spectrogram 1	1	13143.527234285	13144.904102866	0.000	8000.000	G2
4323	Spectrogram 1	1	13147.203927310	13148.686708859	0.000	8000.000	G2
4324	Spectrogram 1	1	13149.882012352	13150.532620583	0.000	8000.000	I
4325	Spectrogram 1	1	13151.985141284	13152.499575699	0.000	8000.000	I
4326	Spectrogram 1	1	13154.073139792	13154.572443783	0.000	8000.000	I
4327	Spectrogram 1	1	13155.994703636	13156.448616355	0.000	8000.000	I
4328	Spectrogram 1	1	13158.551745287	13159.805995139	0.000	8000.000	G2
4329	Spectrogram 1	1	13162.273827440	13163.696087293	0.000	8000.000	G2
4330	Spectrogram 1	1	13165.118347147	13165.572259866	0.000	8000.000	I
4331	Spectrogram 1	1	13167.206345655	13167.629997526	0.000	8000.000	I
4332	Spectrogram 1	1	13169.279213738	13169.627213490	0.000	8000.000	I
4333	Spectrogram 1	1	13170.338343416	13170.671212744	0.000	8000.000	I
